24	0.00272574096286506
20	0.002537641742031714
25	0.022116850406234075
17	0.0004663441380685047
21	0.003806462565724675
0	0.013738116142205116
14	0.0024914007245933215
10	0.0010033132954063257
11	3.43899126169603e-17
6	0.015587208979872215
22	0.022116850406234075
15	0.029762332944985873
9	0.01061376180054971
7	0.02386580519703471
1	0.018112755640064964
4	0.005153666687172947
12	0.026207390521791687
16	0.029762332944985873
26	0.11216661285691265
13	0.11216661285691265
8	0.11216661285691265
5	0.022116850406234075
3	0.03740774867623459
19	0.11216661285691265
2	0.03740774867623459
18	0.11216661285691265
23	0.11216661285691265
